O*NET-SOC Code,Task ID,Scale ID,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
49-3031.00,2989,IM,,3.96,68.0,0.1293,3.7043,4.2206,N,08/2022,Incumbent
49-3031.00,2996,IM,,3.94,61.0,0.2156,3.5082,4.3706,N,08/2022,Incumbent
49-3031.00,19886,IM,,3.93,56.0,0.2185,3.4956,4.3715,N,08/2022,Incumbent
49-3031.00,2997,IM,,3.9,51.0,0.1641,3.5665,4.2256,N,08/2022,Incumbent
49-3031.00,2990,IM,,3.88,62.0,0.2067,3.4658,4.2925,N,08/2022,Incumbent
49-3031.00,2993,IM,,3.8,60.0,0.1527,3.4949,4.1058,N,08/2022,Incumbent
49-3031.00,20453,IM,,3.75,73.0,0.1393,3.4764,4.0316,N,08/2022,Incumbent
49-3031.00,20454,IM,,3.71,75.0,0.1077,3.5002,3.9294,N,08/2022,Incumbent
49-3031.00,23955,IM,,3.69,71.0,0.2449,3.1992,4.1762,N,08/2022,Incumbent
49-3031.00,2998,IM,,3.65,57.0,0.1609,3.3274,3.9722,N,08/2022,Incumbent
49-3031.00,19888,IM,,3.44,47.0,0.1751,3.0883,3.7932,N,08/2022,Incumbent
49-3031.00,19889,IM,,3.85,39.0,0.3129,3.2183,4.4851,N,08/2022,Incumbent
49-3031.00,19887,IM,,3.84,44.0,0.2034,3.4303,4.2506,N,08/2022,Incumbent
49-3031.00,2999,IM,,3.13,27.0,0.2916,2.53,3.7287,N,08/2022,Incumbent
49-3041.00,13750,IM,,4.28,94.0,0.0928,4.0931,4.4616,N,07/2016,Incumbent
49-3041.00,13752,IM,,4.27,98.0,0.0944,4.0846,4.4592,N,07/2016,Incumbent
49-3041.00,13748,IM,,4.25,97.0,0.1354,3.9842,4.5219,N,07/2016,Incumbent
49-3041.00,13749,IM,,4.23,97.0,0.1127,4.009,4.4565,N,07/2016,Incumbent
49-3041.00,13755,IM,,4.19,99.0,0.1043,3.9877,4.4017,N,07/2016,Incumbent
49-3041.00,13753,IM,,4.07,91.0,0.1273,3.818,4.3239,N,07/2016,Incumbent
49-3041.00,13756,IM,,4.04,89.0,0.1299,3.7817,4.298,N,07/2016,Incumbent
49-3041.00,13751,IM,,4.04,94.0,0.105,3.8271,4.244,N,07/2016,Incumbent
49-3041.00,13754,IM,,4.02,96.0,0.0681,3.88,4.1502,N,07/2016,Incumbent
49-3041.00,13757,IM,,3.85,87.0,0.1571,3.5413,4.166,N,07/2016,Incumbent
49-3041.00,13758,IM,,3.49,91.0,0.131,3.2286,3.7491,N,07/2016,Incumbent
49-3041.00,13761,IM,,3.43,87.0,0.1136,3.1994,3.651,N,07/2016,Incumbent
49-3041.00,13759,IM,,3.34,58.0,0.189,2.9645,3.7215,N,07/2016,Incumbent
49-3041.00,13760,IM,,2.83,42.0,0.2184,2.3861,3.2682,N,07/2016,Incumbent
49-3042.00,3001,IM,,4.45,149.0,0.0722,4.3097,4.5952,N,07/2017,Incumbent
49-3042.00,3000,IM,,4.42,151.0,0.0996,4.2191,4.6127,N,07/2017,Incumbent
49-3042.00,3002,IM,,4.36,147.0,0.0966,4.1701,4.5519,N,07/2017,Incumbent
49-3042.00,3008,IM,,4.26,147.0,0.114,4.0368,4.4874,N,07/2017,Incumbent
49-3042.00,3004,IM,,4.25,144.0,0.1628,3.9306,4.5741,N,07/2017,Incumbent
49-3042.00,3009,IM,,4.21,139.0,0.109,3.99,4.421,N,07/2017,Incumbent
49-3042.00,3014,IM,,4.2,143.0,0.1003,4.0005,4.3969,N,07/2017,Incumbent
49-3042.00,18583,IM,,4.18,144.0,0.1444,3.8972,4.4681,N,07/2017,Incumbent
49-3042.00,3003,IM,,4.17,134.0,0.1815,3.8104,4.5284,N,07/2017,Incumbent
49-3042.00,3006,IM,,4.02,146.0,0.1788,3.6693,4.3762,N,07/2017,Incumbent
49-3042.00,3012,IM,,4.0,134.0,0.0991,3.806,4.1982,N,07/2017,Incumbent
49-3042.00,18584,IM,,3.96,119.0,0.2525,3.4624,4.4626,N,07/2017,Incumbent
49-3042.00,3011,IM,,3.96,139.0,0.1639,3.6325,4.2805,N,07/2017,Incumbent
49-3042.00,3007,IM,,3.96,113.0,0.1191,3.7201,4.192,N,07/2017,Incumbent
49-3042.00,3005,IM,,3.91,143.0,0.099,3.7155,4.107,N,07/2017,Incumbent
49-3042.00,3010,IM,,3.87,132.0,0.1168,3.6436,4.1058,N,07/2017,Incumbent
49-3042.00,3013,IM,,3.77,142.0,0.1126,3.5504,3.9958,N,07/2017,Incumbent
49-3042.00,3015,IM,,3.68,120.0,0.0916,3.4974,3.8602,N,07/2017,Incumbent
49-3042.00,3016,IM,,3.52,132.0,0.1581,3.212,3.8376,N,07/2017,Incumbent
49-3042.00,3017,IM,,3.36,118.0,0.1469,3.0723,3.6542,N,07/2017,Incumbent
49-3043.00,9986,IM,,4.24,59.0,0.1984,3.8411,4.6353,N,08/2019,Incumbent
49-3043.00,9988,IM,,4.22,68.0,0.1709,3.8804,4.5625,N,08/2019,Incumbent
49-3043.00,9984,IM,,4.13,60.0,0.1679,3.7973,4.4693,N,08/2019,Incumbent
49-3043.00,9989,IM,,4.07,50.0,0.2739,3.5216,4.6226,N,08/2019,Incumbent
49-3043.00,9987,IM,,4.01,65.0,0.1298,3.7502,4.2687,N,08/2019,Incumbent
49-3043.00,9985,IM,,3.94,57.0,0.3282,3.287,4.602,N,08/2019,Incumbent
49-3043.00,9990,IM,,3.93,64.0,0.2576,3.4143,4.4441,N,08/2019,Incumbent
49-3043.00,9992,IM,,3.63,53.0,0.2727,3.0793,4.1738,N,08/2019,Incumbent
49-3043.00,9991,IM,,3.58,56.0,0.1721,3.2328,3.9226,N,08/2019,Incumbent
49-3043.00,10000,IM,,3.5,46.0,0.2717,2.9541,4.0485,N,08/2019,Incumbent
49-3043.00,10001,IM,,3.31,51.0,0.2185,2.8751,3.7527,N,08/2019,Incumbent
49-3043.00,9993,IM,,3.92,27.0,0.2551,3.3975,4.4463,N,08/2019,Incumbent
49-3043.00,9994,IM,,3.91,26.0,0.337,3.2141,4.6021,N,08/2019,Incumbent
49-3043.00,9995,IM,,3.63,32.0,0.2651,3.0883,4.1697,N,08/2019,Incumbent
49-3043.00,9998,IM,,3.45,16.0,0.3531,2.6949,4.2003,N,08/2019,Incumbent
49-3043.00,9997,IM,,3.31,18.0,0.3497,2.5735,4.0492,N,08/2019,Incumbent
49-3043.00,9999,IM,,3.31,51.0,0.106,3.0966,3.5226,N,08/2019,Incumbent
49-3043.00,10003,IM,,3.07,22.0,0.2172,2.6205,3.5237,N,08/2019,Incumbent
49-3043.00,9996,IM,,3.0,45.0,0.1943,2.6076,3.3908,N,08/2019,Incumbent
49-3043.00,10002,IM,,2.36,20.0,0.2421,1.8533,2.8666,N,08/2019,Incumbent
49-3051.00,13764,IM,,4.25,105.0,0.0991,4.0541,4.4473,N,07/2015,Incumbent
49-3051.00,13765,IM,,4.12,103.0,0.1107,3.8974,4.3365,N,07/2015,Incumbent
49-3051.00,13763,IM,,4.08,104.0,0.1259,3.8315,4.3307,N,07/2015,Incumbent
49-3051.00,13770,IM,,4.05,106.0,0.1013,3.8516,4.2535,N,07/2015,Incumbent
49-3051.00,20801,IM,,4.05,104.0,0.1181,3.8181,4.2864,N,07/2015,Incumbent
49-3051.00,13766,IM,,4.04,103.0,0.1348,3.768,4.3027,N,07/2015,Incumbent
49-3051.00,13767,IM,,3.94,102.0,0.1286,3.6875,4.1975,N,07/2015,Incumbent
49-3051.00,13771,IM,,3.93,103.0,0.1201,3.6905,4.1668,N,07/2015,Incumbent
49-3051.00,13769,IM,,3.92,100.0,0.1109,3.7011,4.1414,N,07/2015,Incumbent
49-3051.00,13768,IM,,3.88,102.0,0.1271,3.632,4.1361,N,07/2015,Incumbent
49-3051.00,13762,IM,,3.87,102.0,0.1264,3.6207,4.1221,N,07/2015,Incumbent
49-3051.00,13773,IM,,3.76,89.0,0.14,3.485,4.0415,N,07/2015,Incumbent
49-3051.00,13772,IM,,3.33,94.0,0.1371,3.0611,3.6056,N,07/2015,Incumbent
49-3052.00,20651,IM,,4.74,50.0,0.0876,4.5626,4.9147,N,08/2021,Incumbent
49-3052.00,8353,IM,,4.62,51.0,0.1341,4.3491,4.8876,N,08/2021,Incumbent
49-3052.00,8357,IM,,4.61,52.0,0.1037,4.4065,4.8229,N,08/2021,Incumbent
49-3052.00,8354,IM,,4.54,49.0,0.1005,4.3361,4.7402,N,08/2021,Incumbent
49-3052.00,8355,IM,,4.51,52.0,0.1691,4.1681,4.8472,N,08/2021,Incumbent
49-3052.00,8359,IM,,4.49,51.0,0.1565,4.1802,4.8088,N,08/2021,Incumbent
49-3052.00,8360,IM,,4.47,50.0,0.1248,4.2143,4.7159,N,08/2021,Incumbent
49-3052.00,8352,IM,,4.4,52.0,0.2075,3.9785,4.8119,N,08/2021,Incumbent
49-3052.00,20652,IM,,4.39,50.0,0.101,4.1887,4.5945,N,08/2021,Incumbent
49-3052.00,8358,IM,,4.35,49.0,0.1196,4.1111,4.5922,N,08/2021,Incumbent
49-3052.00,23934,IM,,4.35,52.0,0.1761,3.9924,4.6996,N,08/2021,Incumbent
49-3052.00,8356,IM,,4.33,47.0,0.0693,4.1948,4.4739,N,08/2021,Incumbent
49-3052.00,20653,IM,,2.99,28.0,0.2905,2.3944,3.5863,N,08/2021,Incumbent
49-3053.00,13777,IM,,4.62,50.0,0.111,4.3966,4.8426,N,08/2018,Incumbent
49-3053.00,13780,IM,,4.56,53.0,0.1116,4.3354,4.7832,N,08/2018,Incumbent
49-3053.00,13784,IM,,4.49,50.0,0.114,4.2566,4.7148,N,08/2018,Incumbent
49-3053.00,13774,IM,,4.48,53.0,0.1267,4.2254,4.7338,N,08/2018,Incumbent
49-3053.00,13775,IM,,4.46,53.0,0.1343,4.1895,4.7285,N,08/2018,Incumbent
49-3053.00,13781,IM,,4.44,53.0,0.1248,4.1881,4.6891,N,08/2018,Incumbent
49-3053.00,13778,IM,,4.35,52.0,0.1523,4.0446,4.6559,N,08/2018,Incumbent
49-3053.00,13776,IM,,4.3,53.0,0.1334,4.0367,4.572,N,08/2018,Incumbent
49-3053.00,13785,IM,,4.28,52.0,0.1316,4.0182,4.5467,N,08/2018,Incumbent
49-3053.00,13779,IM,,4.25,45.0,0.1401,3.9665,4.531,N,08/2018,Incumbent
49-3053.00,13783,IM,,4.23,47.0,0.1807,3.8649,4.5924,N,08/2018,Incumbent
49-3053.00,13787,IM,,4.17,48.0,0.2121,3.744,4.5972,N,08/2018,Incumbent
49-3053.00,13782,IM,,4.05,39.0,0.2403,3.5608,4.5336,N,08/2018,Incumbent
49-3053.00,13786,IM,,3.96,46.0,0.2488,3.4562,4.4585,N,08/2018,Incumbent
49-3091.00,20915,IM,,4.81,47.0,0.106,4.5955,5.0,N,07/2016,Incumbent
49-3091.00,20916,IM,,4.75,42.0,0.1071,4.5364,4.9689,N,07/2016,Incumbent
49-3091.00,5187,IM,,4.68,48.0,0.1238,4.4269,4.9251,N,07/2016,Incumbent
49-3091.00,5185,IM,,4.66,47.0,0.1024,4.4542,4.8664,N,07/2016,Incumbent
49-3091.00,20917,IM,,4.61,43.0,0.1907,4.2268,4.9967,N,07/2016,Incumbent
49-3091.00,5186,IM,,4.58,48.0,0.105,4.3728,4.7951,N,07/2016,Incumbent
49-3091.00,20918,IM,,4.56,48.0,0.0658,4.4307,4.6955,N,07/2016,Incumbent
49-3091.00,5184,IM,,4.52,45.0,0.0742,4.3663,4.6655,N,07/2016,Incumbent
49-3091.00,20919,IM,,4.48,47.0,0.1879,4.1038,4.8601,N,07/2016,Incumbent
49-3091.00,20920,IM,,4.47,43.0,0.2122,4.0392,4.8958,N,07/2016,Incumbent
49-3091.00,5188,IM,,4.14,47.0,0.1559,3.8222,4.4498,N,07/2016,Incumbent
49-3091.00,20921,IM,,3.47,42.0,0.3085,2.8456,4.0916,N,07/2016,Incumbent
49-3091.00,5189,IM,,3.3,41.0,0.1339,3.0334,3.5748,N,07/2016,Incumbent
49-3091.00,5190,IM,,2.78,20.0,0.7904,1.1257,4.4344,N,07/2016,Incumbent
49-3092.00,20802,IM,,4.4,98.0,0.1126,4.1764,4.6233,N,07/2015,Incumbent
49-3092.00,10007,IM,,4.23,97.0,0.1594,3.9112,4.5441,N,07/2015,Incumbent
49-3092.00,10005,IM,,4.19,98.0,0.1377,3.9206,4.4671,N,07/2015,Incumbent
49-3092.00,10008,IM,,4.19,101.0,0.131,3.9323,4.452,N,07/2015,Incumbent
49-3092.00,10004,IM,,4.16,101.0,0.0926,3.9754,4.3427,N,07/2015,Incumbent
49-3092.00,10010,IM,,4.13,99.0,0.1077,3.9203,4.3479,N,07/2015,Incumbent
49-3092.00,10011,IM,,4.11,99.0,0.1103,3.8884,4.3262,N,07/2015,Incumbent
49-3092.00,10006,IM,,4.07,104.0,0.143,3.7905,4.3577,N,07/2015,Incumbent
49-3092.00,20803,IM,,4.03,85.0,0.1794,3.6753,4.3889,N,07/2015,Incumbent
49-3092.00,20804,IM,,4.02,88.0,0.1403,3.7406,4.2984,N,07/2015,Incumbent
49-3092.00,10014,IM,,3.9,103.0,0.154,3.5951,4.206,N,07/2015,Incumbent
49-3092.00,10009,IM,,3.76,96.0,0.1267,3.5071,4.0102,N,07/2015,Incumbent
49-3092.00,10012,IM,,3.6,103.0,0.1689,3.263,3.9332,N,07/2015,Incumbent
49-3092.00,10013,IM,,3.49,103.0,0.1849,3.1223,3.8556,N,07/2015,Incumbent
49-3092.00,10016,IM,,3.46,97.0,0.1678,3.1254,3.7915,N,07/2015,Incumbent
49-3092.00,10015,IM,,3.36,98.0,0.1843,2.9969,3.7284,N,07/2015,Incumbent
49-3092.00,10017,IM,,3.26,41.0,0.2015,2.8561,3.6707,N,07/2015,Incumbent
49-3093.00,8364,IM,,4.62,77.0,0.0817,4.4555,4.7811,N,07/2014,Incumbent
49-3093.00,8365,IM,,4.56,78.0,0.1022,4.3601,4.767,N,07/2014,Incumbent
49-3093.00,20654,IM,,4.51,78.0,0.1069,4.2973,4.7231,N,07/2014,Incumbent
49-3093.00,8363,IM,,4.5,73.0,0.1078,4.2838,4.7134,N,07/2014,Incumbent
49-3093.00,20655,IM,,4.5,77.0,0.1122,4.2747,4.7218,N,07/2014,Incumbent
49-3093.00,8369,IM,,4.37,78.0,0.1076,4.1554,4.5841,N,07/2014,Incumbent
49-3093.00,8370,IM,,4.36,73.0,0.1095,4.1427,4.5794,N,07/2014,Incumbent
49-3093.00,8368,IM,,4.34,78.0,0.1108,4.1213,4.5627,N,07/2014,Incumbent
49-3093.00,8373,IM,,4.34,74.0,0.1422,4.0571,4.6239,N,07/2014,Incumbent
49-3093.00,8372,IM,,4.33,65.0,0.1028,4.1285,4.5393,N,07/2014,Incumbent
49-3093.00,8366,IM,,4.32,77.0,0.1261,4.0688,4.5713,N,07/2014,Incumbent
49-3093.00,8374,IM,,4.27,62.0,0.139,3.9906,4.5463,N,07/2014,Incumbent
49-3093.00,20656,IM,,4.26,46.0,0.1673,3.9185,4.5925,N,07/2014,Incumbent
49-3093.00,8371,IM,,4.17,71.0,0.1225,3.9286,4.4172,N,07/2014,Incumbent
49-3093.00,20657,IM,,4.13,77.0,0.1698,3.7964,4.4728,N,07/2014,Incumbent
49-3093.00,8385,IM,,4.04,56.0,0.2251,3.586,4.4882,N,07/2014,Incumbent
49-3093.00,8383,IM,,4.03,50.0,0.2249,3.575,4.4788,N,07/2014,Incumbent
49-3093.00,8376,IM,,3.98,66.0,0.1739,3.6326,4.3272,N,07/2014,Incumbent
49-3093.00,8378,IM,,3.96,50.0,0.2247,3.5112,4.4141,N,07/2014,Incumbent
49-3093.00,8379,IM,,3.13,53.0,0.2661,2.6007,3.6687,N,07/2014,Incumbent
49-3093.00,8382,IM,,4.03,48.0,0.179,3.6726,4.3928,N,07/2014,Incumbent
49-3093.00,8380,IM,,3.99,43.0,0.232,3.5224,4.4587,N,07/2014,Incumbent
49-3093.00,8377,IM,,3.94,51.0,0.2445,3.4479,4.4301,N,07/2014,Incumbent
49-3093.00,8381,IM,,3.41,34.0,0.319,2.7575,4.0556,N,07/2014,Incumbent
49-9011.00,8388,IM,,4.19,102.0,0.1152,3.9665,4.4234,N,07/2015,Incumbent
49-9011.00,8387,IM,,4.14,109.0,0.098,3.9449,4.3335,N,07/2015,Incumbent
49-9011.00,8394,IM,,4.07,106.0,0.0847,3.8985,4.2345,N,07/2015,Incumbent
49-9011.00,8393,IM,,4.05,108.0,0.181,3.6935,4.411,N,07/2015,Incumbent
49-9011.00,8391,IM,,4.03,107.0,0.1752,3.6801,4.375,N,07/2015,Incumbent
49-9011.00,8392,IM,,4.01,107.0,0.1077,3.7935,4.2204,N,07/2015,Incumbent
49-9011.00,8390,IM,,4.0,89.0,0.2986,3.403,4.5896,N,07/2015,Incumbent
49-9011.00,8397,IM,,4.0,102.0,0.1805,3.6374,4.3533,N,07/2015,Incumbent
49-9011.00,8389,IM,,3.92,103.0,0.2177,3.4842,4.3479,N,07/2015,Incumbent
49-9011.00,8399,IM,,3.89,101.0,0.1585,3.5728,4.2018,N,07/2015,Incumbent
49-9011.00,8395,IM,,3.78,104.0,0.0654,3.6459,3.9054,N,07/2015,Incumbent
49-9011.00,8403,IM,,3.7,87.0,0.1814,3.3405,4.0618,N,07/2015,Incumbent
49-9011.00,8396,IM,,3.69,101.0,0.1348,3.4274,3.9622,N,07/2015,Incumbent
49-9011.00,8409,IM,,3.65,77.0,0.2354,3.177,4.1147,N,07/2015,Incumbent
49-9011.00,20805,IM,,3.64,104.0,0.1644,3.3102,3.9624,N,07/2015,Incumbent
49-9011.00,8400,IM,,3.63,95.0,0.1593,3.3125,3.9451,N,07/2015,Incumbent
49-9011.00,8401,IM,,3.58,86.0,0.1619,3.2586,3.9024,N,07/2015,Incumbent
49-9011.00,8402,IM,,3.5,92.0,0.1217,3.2627,3.7461,N,07/2015,Incumbent
49-9011.00,8408,IM,,3.39,87.0,0.1186,3.155,3.6266,N,07/2015,Incumbent
49-9011.00,8404,IM,,4.11,87.0,0.0914,3.9238,4.2873,N,07/2015,Incumbent
49-9011.00,8407,IM,,3.72,60.0,0.234,3.2523,4.1888,N,07/2015,Incumbent
49-9011.00,8406,IM,,3.24,46.0,0.083,3.0679,3.4023,N,07/2015,Incumbent
49-9011.00,8411,IM,,2.99,26.0,0.3342,2.304,3.6807,N,07/2015,Incumbent
49-9011.00,8405,IM,,2.88,55.0,0.2984,2.2828,3.4794,N,07/2015,Incumbent
49-9011.00,8410,IM,,2.78,64.0,0.1127,2.5514,3.0018,N,07/2015,Incumbent
49-9012.00,11780,IM,,4.13,65.0,0.1382,3.8514,4.4035,N,07/2017,Incumbent
49-9012.00,11779,IM,,3.86,64.0,0.1937,3.4699,4.2443,N,07/2017,Incumbent
49-9012.00,11782,IM,,3.75,64.0,0.1706,3.4085,4.0902,N,07/2017,Incumbent
49-9012.00,21024,IM,,3.98,42.0,0.1804,3.6171,4.3456,N,07/2017,Incumbent
49-9012.00,11794,IM,,3.98,48.0,0.1085,3.7582,4.1946,N,07/2017,Incumbent
49-9012.00,11783,IM,,3.97,61.0,0.2208,3.5256,4.4089,N,07/2017,Incumbent
49-9012.00,11777,IM,,3.96,49.0,0.1141,3.7313,4.1903,N,07/2017,Incumbent
49-9012.00,11774,IM,,3.95,43.0,0.1159,3.7115,4.1791,N,07/2017,Incumbent
49-9012.00,11785,IM,,3.92,41.0,0.1403,3.6383,4.2055,N,07/2017,Incumbent
49-9012.00,11784,IM,,3.89,32.0,0.1282,3.6305,4.1535,N,07/2017,Incumbent
49-9012.00,11804,IM,,3.87,35.0,0.163,3.5379,4.2003,N,07/2017,Incumbent
49-9012.00,11775,IM,,3.86,49.0,0.1793,3.4982,4.2194,N,07/2017,Incumbent
49-9012.00,11776,IM,,3.85,53.0,0.1788,3.4918,4.2092,N,07/2017,Incumbent
49-9012.00,11797,IM,,3.85,39.0,0.1102,3.6267,4.0729,N,07/2017,Incumbent
49-9012.00,11786,IM,,3.83,61.0,0.1567,3.5139,4.1409,N,07/2017,Incumbent
49-9012.00,11796,IM,,3.82,48.0,0.1632,3.491,4.1475,N,07/2017,Incumbent
49-9012.00,11778,IM,,3.81,43.0,0.1582,3.4932,4.1317,N,07/2017,Incumbent
49-9012.00,11793,IM,,3.81,32.0,0.2221,3.3575,4.2635,N,07/2017,Incumbent
49-9012.00,11795,IM,,3.79,26.0,0.1599,3.4626,4.1211,N,07/2017,Incumbent
49-9012.00,11802,IM,,3.76,53.0,0.1506,3.4584,4.0627,N,07/2017,Incumbent
49-9012.00,11792,IM,,3.74,42.0,0.2931,3.1483,4.332,N,07/2017,Incumbent
49-9012.00,11799,IM,,3.7,42.0,0.1946,3.3034,4.0894,N,07/2017,Incumbent
49-9012.00,11801,IM,,3.69,58.0,0.2181,3.2557,4.1293,N,07/2017,Incumbent
49-9012.00,11788,IM,,3.67,42.0,0.2042,3.2603,4.0851,N,07/2017,Incumbent
49-9012.00,11781,IM,,3.67,58.0,0.1389,3.3923,3.9487,N,07/2017,Incumbent
49-9012.00,11787,IM,,3.63,37.0,0.1678,3.2928,3.9735,N,07/2017,Incumbent
49-9012.00,11791,IM,,3.57,42.0,0.1303,3.303,3.8291,N,07/2017,Incumbent
49-9012.00,11800,IM,,3.48,36.0,0.5292,2.4016,4.5501,N,07/2017,Incumbent
49-9012.00,11810,IM,,3.39,32.0,0.156,3.0762,3.7123,N,07/2017,Incumbent
49-9012.00,11789,IM,,3.36,31.0,0.2166,2.9182,3.803,N,07/2017,Incumbent
49-9012.00,11811,IM,,3.14,44.0,0.1366,2.8605,3.4113,N,07/2017,Incumbent
49-9012.00,11790,IM,,3.1,34.0,0.1689,2.7605,3.4478,N,07/2017,Incumbent
49-9021.00,23552,IM,,4.61,50.0,0.116,4.3809,4.8472,N,08/2022,Incumbent
49-9021.00,23557,IM,,4.53,51.0,0.1847,4.1638,4.9056,N,08/2022,Incumbent
49-9021.00,23558,IM,,4.44,47.0,0.0841,4.2696,4.608,N,08/2022,Incumbent
49-9021.00,23554,IM,,4.41,49.0,0.1948,4.0159,4.7991,N,08/2022,Incumbent
49-9021.00,23555,IM,,4.29,43.0,0.2246,3.8394,4.7458,N,08/2022,Incumbent
49-9021.00,23565,IM,,4.27,51.0,0.1113,4.047,4.4943,N,08/2022,Incumbent
49-9021.00,23568,IM,,4.24,51.0,0.1688,3.8983,4.5764,N,08/2022,Incumbent
49-9021.00,23562,IM,,4.23,46.0,0.1643,3.8965,4.5584,N,08/2022,Incumbent
49-9021.00,23553,IM,,4.23,51.0,0.1839,3.8559,4.5948,N,08/2022,Incumbent
49-9021.00,23579,IM,,4.15,36.0,0.137,3.876,4.4322,N,08/2022,Incumbent
49-9021.00,23556,IM,,4.09,52.0,0.0856,3.9135,4.2574,N,08/2022,Incumbent
49-9021.00,23559,IM,,4.08,46.0,0.1474,3.7809,4.3748,N,08/2022,Incumbent
49-9021.00,23560,IM,,4.07,51.0,0.1281,3.8169,4.3317,N,08/2022,Incumbent
49-9021.00,23561,IM,,4.05,44.0,0.1626,3.7242,4.38,N,08/2022,Incumbent
49-9021.00,23564,IM,,4.01,54.0,0.1185,3.7758,4.2512,N,08/2022,Incumbent
49-9021.00,23566,IM,,3.99,52.0,0.1008,3.7843,4.1891,N,08/2022,Incumbent
49-9021.00,23571,IM,,3.91,49.0,0.1831,3.5444,4.2807,N,08/2022,Incumbent
49-9021.00,23570,IM,,3.9,49.0,0.1345,3.6258,4.1667,N,08/2022,Incumbent
49-9021.00,23567,IM,,3.87,41.0,0.228,3.4082,4.33,N,08/2022,Incumbent
49-9021.00,23563,IM,,3.86,51.0,0.2888,3.2803,4.4404,N,08/2022,Incumbent
49-9021.00,23572,IM,,3.83,51.0,0.1258,3.5823,4.0877,N,08/2022,Incumbent
49-9021.00,23569,IM,,3.79,47.0,0.2137,3.355,4.2155,N,08/2022,Incumbent
49-9021.00,23574,IM,,3.78,52.0,0.0741,3.6349,3.9326,N,08/2022,Incumbent
49-9021.00,23575,IM,,3.71,45.0,0.1769,3.3499,4.0629,N,08/2022,Incumbent
49-9021.00,23576,IM,,3.64,46.0,0.1989,3.2369,4.038,N,08/2022,Incumbent
49-9021.00,23577,IM,,3.47,40.0,0.2077,3.0548,3.8949,N,08/2022,Incumbent
49-9021.00,23578,IM,,3.45,47.0,0.1355,3.1822,3.7276,N,08/2022,Incumbent
49-9021.00,23573,IM,,3.33,35.0,0.094,3.1406,3.5228,N,08/2022,Incumbent
49-9031.00,13789,IM,,4.49,59.0,0.0834,4.3259,4.6599,N,08/2018,Incumbent
49-9031.00,13799,IM,,4.45,60.0,0.1223,4.205,4.6945,N,08/2018,Incumbent
49-9031.00,13793,IM,,4.42,61.0,0.1078,4.2076,4.639,N,08/2018,Incumbent
49-9031.00,13801,IM,,4.4,61.0,0.1207,4.1604,4.6432,N,08/2018,Incumbent
49-9031.00,13790,IM,,4.39,57.0,0.128,4.1368,4.6495,N,08/2018,Incumbent
49-9031.00,13792,IM,,4.38,60.0,0.1168,4.1448,4.612,N,08/2018,Incumbent
49-9031.00,13796,IM,,4.33,59.0,0.1244,4.0848,4.5828,N,08/2018,Incumbent
49-9031.00,13788,IM,,4.3,61.0,0.1364,4.0245,4.5703,N,08/2018,Incumbent
49-9031.00,13810,IM,,4.28,49.0,0.146,3.9853,4.5724,N,08/2018,Incumbent
49-9031.00,13791,IM,,4.28,59.0,0.1441,3.9899,4.5668,N,08/2018,Incumbent
49-9031.00,13794,IM,,4.24,58.0,0.1262,3.9851,4.4905,N,08/2018,Incumbent
49-9031.00,13795,IM,,4.23,55.0,0.1173,3.9993,4.4698,N,08/2018,Incumbent
49-9031.00,13814,IM,,4.21,57.0,0.1389,3.9326,4.489,N,08/2018,Incumbent
49-9031.00,13813,IM,,4.12,54.0,0.1203,3.8824,4.365,N,08/2018,Incumbent
49-9031.00,13802,IM,,4.1,63.0,0.151,3.7988,4.4025,N,08/2018,Incumbent
49-9031.00,13812,IM,,4.05,50.0,0.1468,3.7598,4.3497,N,08/2018,Incumbent
49-9031.00,13797,IM,,4.05,57.0,0.1353,3.7802,4.3223,N,08/2018,Incumbent
49-9031.00,13806,IM,,4.04,58.0,0.1091,3.8236,4.2605,N,08/2018,Incumbent
49-9031.00,13800,IM,,4.01,55.0,0.1579,3.6952,4.3286,N,08/2018,Incumbent
49-9031.00,13807,IM,,3.84,61.0,0.1301,3.584,4.1044,N,08/2018,Incumbent
49-9031.00,13811,IM,,3.82,46.0,0.1689,3.4773,4.1579,N,08/2018,Incumbent
49-9031.00,13808,IM,,3.79,61.0,0.1371,3.5117,4.0603,N,08/2018,Incumbent
49-9031.00,13798,IM,,3.62,56.0,0.1721,3.273,3.9627,N,08/2018,Incumbent
49-9031.00,13804,IM,,3.58,49.0,0.1507,3.2794,3.8854,N,08/2018,Incumbent
49-9031.00,13805,IM,,4.37,39.0,0.1446,4.0814,4.6666,N,08/2018,Incumbent
49-9031.00,13809,IM,,4.0,41.0,0.143,3.7095,4.2875,N,08/2018,Incumbent
49-9031.00,13816,IM,,3.63,40.0,0.1777,3.2666,3.9854,N,08/2018,Incumbent
49-9031.00,13815,IM,,3.37,22.0,0.3397,2.6666,4.0796,N,08/2018,Incumbent
49-9031.00,13803,IM,,3.22,28.0,0.2256,2.756,3.6819,N,08/2018,Incumbent
49-9041.00,11815,IM,,4.29,63.0,0.091,4.1046,4.4684,N,08/2021,Incumbent
49-9041.00,11814,IM,,4.24,64.0,0.1053,4.0268,4.4474,N,08/2021,Incumbent
49-9041.00,11820,IM,,4.17,62.0,0.1025,3.9625,4.3725,N,08/2021,Incumbent
